CarID,Listed_Date,Make,Model,Year,Vehicle_Type,Size,Color,Transmission,Fuel_Type,Drive,Cylinders,Odometer,Condition,Title_Status,State,Region
797685,2021-05-01T10:39:51-0400,toyota,tundra,2015,pickup,full-size,grey,automatic,gas,4wd,4,123734,excellent,clean,ny,binghamton
517953,2021-04-28T11:56:06-0400,honda,cr-v ex-l,2015,SUV,compact,brown,automatic,gas,4wd,4,70672,excellent,salvage,ky,louisville
253089,2021-04-24T21:06:06-0400,chevrolet,silverado ambulance,2012,truck,full-size,custom,automatic,gas,rwd,8,117000,good,clean,ct,hartford
858108,2021-04-23T12:15:27-0500,ford,f550 super duty,2010,pickup,full-size,black,automatic,diesel,4wd,8,47496,excellent,clean,nd,grand forks
1043112,2021-04-23T10:41:44-0400,jeep,wrangler,2005,SUV,full-size,black,automatic,gas,4wd,6,73620,good,clean,sc,greenville / upstate
1002219,2021-04-24T10:20:42-0400,mini,cooper clubman,2009,hatchback,compact,red,automatic,gas,fwd,4,81388,excellent,clean,pa,philadelphia
218421,2021-04-30T20:51:49-0600,chevrolet,silverado 2500 hd 4x4,2012,truck,full-size,white,automatic,gas,4wd,8,187000,excellent,clean,co,colorado springs
1055544,2021-04-27T15:36:58-0400,volkswagen,tiguan,2016,SUV,full-size,black,automatic,gas,fwd,4,64347,good,clean,tn,chattanooga
1162209,2021-04-26T16:51:11-0400,lexus,es 350,2014,sedan,full-size,white,automatic,gas,fwd,6,79000,excellent,clean,vt,vermont
1250529,2021-04-09T15:27:09-0500,honda,crv,2003,SUV,mid-size,black,automatic,gas,4wd,4,178000,good,clean,wi,eau claire
558354,2021-05-03T09:18:31-0400,nissan,pathfinder 4x4,2011,SUV,mid-size,grey,automatic,gas,4wd,6,123000,excellent,clean,ma,boston
1188771,2021-04-28T15:00:41-0400,ford,f-150 xl,2018,pickup,full-size,black,automatic,gas,rwd,8,12400,like new,clean,va,richmond
841386,2021-05-03T09:33:04-0400,subaru,legacy,2009,sedan,mid-size,red,automatic,gas,4wd,4,100000,good,clean,ny,syracuse
367677,2021-05-02T10:05:54-0400,nissan,altima,2013,sedan,full-size,silver,automatic,gas,fwd,4,109000,like new,clean,ga,atlanta
503652,2021-04-27T08:42:41-0500,chevrolet,spark,2014,sedan,sub-compact,green,automatic,gas,fwd,4,79981,good,clean,ks,southeast KS
275940,2021-05-04T16:40:16-0400,ford,f-150 xlt,2014,pickup,full-size,blue,automatic,gas,rwd,8,230223,excellent,clean,fl,daytona beach
521034,2021-04-12T16:17:42-0400,mercedes-benz,gl-class,2012,SUV,full-size,black,automatic,gas,4wd,8,124615,excellent,clean,ky,louisville
1095318,2021-04-27T19:04:23-0500,infiniti,qx60,2020,SUV,full-size,blue,automatic,gas,4wd,6,6108,excellent,rebuilt,tx,austin
28512,2021-04-26T11:37:23-0700,nissan,maxima,2004,sedan,mid-size,white,automatic,gas,fwd,6,111000,like new,clean,az,mohave county
790674,2021-05-04T10:12:01-0400,nissan,370z roadster,2010,convertible,compact,black,manual,gas,rwd,6,47000,good,clean,ny,albany
1052235,2021-04-10T10:33:24-0600,ford,f-150,2013,truck,mid-size,yellow,automatic,gas,4wd,6,85427,excellent,clean,sd,rapid city / west SD
1050960,2021-05-04T07:41:29-0600,chrysler,town & country,2014,van,full-size,blue,automatic,gas,fwd,6,115537,excellent,clean,sd,pierre / central SD
522279,2021-04-05T11:47:20-0400,mitsubishi,outlander sport,2013,SUV,mid-size,white,automatic,gas,4wd,4,98765,excellent,clean,ky,louisville
1251864,2021-04-28T18:40:31-0500,chevrolet,silverado 2500hd,2019,truck,full-size,silver,automatic,gas,4wd,8,100156,good,clean,wi,green bay
830937,2021-04-30T21:33:06-0400,subaru,outback 3.6r ltd h6 awd,2011,SUV,mid-size,silver,automatic,gas,4wd,6,132860,like new,clean,ny,new york city
880512,2021-04-21T22:44:09-0400,kia,sedona lx,2017,mini-van,full-size,white,automatic,gas,fwd,6,49272,good,rebuilt,oh,cleveland
863319,2021-04-14T14:30:29-0400,ford,mustang,2008,coupe,mid-size,black,automatic,gas,fwd,6,127000,like new,clean,oh,akron / canton
643632,2021-05-03T16:35:16-0500,kia,soul,2015,SUV,mid-size,green,automatic,gas,fwd,4,49455,good,clean,mn,minneapolis / st paul
1190934,2021-04-19T09:25:49-0400,toyota,camry le,2000,sedan,full-size,green,automatic,gas,fwd,4,74683,good,clean,va,richmond
384120,2021-05-03T09:20:38-1000,kia,sedona lx,2018,SUV,full-size,silver,automatic,gas,fwd,6,13756,like new,clean,hi,hawaii
494196,2021-05-02T09:37:15-0500,chevrolet,camaro,2011,coupe,full-size,orange,manual,gas,rwd,6,119000,excellent,clean,ks,"kansas city, MO"
661632,2021-05-01T08:09:12-0500,honda,cr-v,2015,SUV,full-size,custom,automatic,gas,fwd,4,84351,good,clean,mo,joplin
597372,2021-04-28T13:23:17-0400,volkswagen,jetta,2017,sedan,compact,silver,automatic,gas,fwd,4,43406,excellent,clean,mi,flint
746757,2021-04-25T20:39:24-0700,pontiac,bonneville ssei,2000,sedan,full-size,black,automatic,gas,fwd,6,120000,good,clean,nv,las vegas
940035,2021-04-16T20:55:58-0700,mercury,mountaineer,2007,SUV,full-size,white,automatic,gas,4wd,6,91000,good,clean,or,bend
1260390,2021-04-30T10:25:32-0500,chevrolet,express passenger,2012,van,full-size,green,automatic,gas,rwd,8,14343,good,clean,wi,madison
432549,2021-04-16T09:33:57-0500,chrysler,pt cruiser,2009,hatchback,mid-size,silver,automatic,gas,fwd,4,86000,excellent,clean,il,"quad cities, IA/IL"
1249647,2021-04-21T09:18:43-0500,ford,f-250 super duty,2004,truck,full-size,blue,automatic,diesel,4wd,8,101067,excellent,clean,wi,eau claire
1176168,2021-05-03T08:25:32-0400,toyota,tundra,2006,offroad,full-size,blue,automatic,gas,4wd,6,230000,like new,clean,va,lynchburg
910545,2021-04-11T18:07:36-0400,ford,e150 van,2002,mini-van,full-size,white,automatic,gas,rwd,8,201000,good,clean,oh,youngstown
119106,2021-05-01T11:12:28-0700,honda,fit,2012,hatchback,compact,silver,manual,gas,fwd,4,298011,good,clean,ca,monterey bay
501057,2021-04-22T15:23:10-0500,subaru,outback 2.5i awd wagon,2005,wagon,full-size,grey,automatic,gas,4wd,4,175000,good,clean,ks,"kansas city, MO"
303099,2021-04-29T12:11:33-0400,ford,f-350,2017,truck,full-size,white,automatic,diesel,4wd,8,110000,good,clean,fl,lakeland
206466,2021-04-08T09:58:15-0700,jeep,liberty sport 4x4,2005,SUV,mid-size,brown,automatic,gas,4wd,6,109000,excellent,clean,ca,ventura county
977502,2021-04-29T16:30:24-0700,volkswagen,jetta,2017,sedan,mid-size,white,automatic,gas,fwd,4,33451,like new,clean,or,salem
56322,2021-04-05T14:37:50-0500,gmc,sierra,2014,truck,full-size,white,automatic,gas,4wd,6,118000,like new,clean,ar,fort smith
127035,2021-04-30T22:41:00-0700,mazda,3,2008,hatchback,mid-size,silver,manual,gas,fwd,4,103000,excellent,clean,ca,orange county
868542,2021-05-02T09:30:04-0400,gmc,sierra 1500,2016,truck,full-size,grey,automatic,gas,4wd,8,54000,excellent,clean,oh,cincinnati
898365,2021-04-11T20:36:54-0400,dodge,dakota,1994,truck,mid-size,green,manual,gas,rwd,8,130000,like new,clean,oh,dayton / springfield
131622,2021-04-26T20:50:53-0700,bmw,750i,2015,sedan,full-size,grey,automatic,gas,rwd,8,59000,excellent,clean,ca,orange county
330831,2021-04-16T05:00:18-0400,nissan,altima,2014,sedan,mid-size,grey,automatic,gas,fwd,4,100728,excellent,clean,fl,sarasota-bradenton
735039,2021-04-07T23:08:37-0400,ford,mustang,1998,convertible,mid-size,green,manual,gas,rwd,8,65359,like new,clean,nc,winston-salem
351249,2021-05-02T16:21:35-0400,hyundai,santa fe sport,2003,SUV,full-size,black,automatic,gas,4wd,6,200000,excellent,clean,fl,tampa bay area
1185426,2021-04-11T13:48:06-0400,toyota,tundra,2004,truck,full-size,grey,automatic,gas,4wd,8,260000,good,clean,va,norfolk / hampton roads
1170963,2021-05-04T14:40:14-0400,chevrolet,traverse lt awd,2011,SUV,full-size,grey,automatic,gas,4wd,6,141490,good,clean,va,fredericksburg
52065,2021-04-30T11:51:00-0500,volvo,xc90,2007,SUV,full-size,green,automatic,gas,4wd,6,159000,excellent,clean,ar,fayetteville
1019823,2021-04-15T08:59:08-0400,ford,explorer,2015,SUV,full-size,silver,automatic,gas,4wd,6,90617,like new,clean,pa,scranton / wilkes-barre
1183914,2021-04-17T08:12:51-0400,ford,edge,2011,SUV,mid-size,brown,automatic,gas,fwd,6,152000,excellent,clean,va,norfolk / hampton roads
233067,2021-05-01T13:15:44-0600,bmw,x6 xdrive35i,2013,SUV,mid-size,black,automatic,gas,4wd,6,108,excellent,clean,co,denver
34143,2021-05-03T10:01:13-0700,lincoln,navigator,2007,SUV,full-size,black,automatic,gas,4wd,8,170000,excellent,rebuilt,az,phoenix
953337,2021-04-22T15:30:15-0700,jeep,wrangler,2012,SUV,mid-size,black,manual,gas,4wd,6,104790,like new,clean,or,eugene
1038897,2021-04-07T09:13:16-0400,chevrolet,traverse lt,2014,SUV,mid-size,white,automatic,gas,fwd,6,104856,excellent,clean,sc,columbia
69660,2021-04-09T23:58:26-0700,ram,1500 lone star,2014,truck,full-size,blue,automatic,gas,4wd,8,116882,excellent,clean,ca,bakersfield
842979,2021-04-22T14:53:12-0400,kia,sportage lx,2017,SUV,mid-size,brown,automatic,gas,4wd,4,8600,new,clean,ny,syracuse
1040565,2021-05-03T15:29:00-0400,bmw,x5,2009,SUV,mid-size,blue,automatic,diesel,4wd,6,165000,good,lien,sc,greenville / upstate
260301,2021-04-22T16:46:57-0400,honda,cr-v,2011,SUV,mid-size,black,automatic,gas,4wd,4,164453,excellent,clean,ct,new haven
539085,2021-04-21T18:37:52-0400,ford,f350 diesels powerstroke,2004,pickup,full-size,silver,automatic,diesel,4wd,8,117000,excellent,clean,me,maine
1195980,2021-04-15T18:58:29-0400,volvo,s80 3.2,2008,sedan,full-size,brown,automatic,gas,fwd,6,115800,excellent,clean,va,roanoke
1175376,2021-04-23T14:12:24-0400,infiniti,fx35 awd,2008,SUV,full-size,blue,automatic,gas,4wd,6,154919,excellent,clean,va,harrisonburg
528618,2021-04-28T16:20:46-0500,nissan,pathfinder sv,2013,SUV,mid-size,white,automatic,gas,fwd,6,101824,excellent,clean,la,new orleans
668973,2021-04-08T09:30:59-0500,chevrolet,impala,2014,sedan,mid-size,blue,automatic,gas,fwd,4,101358,excellent,clean,mo,springfield
898620,2021-04-09T17:06:04-0400,chevrolet,corvette,1994,convertible,mid-size,white,automatic,gas,rwd,8,71500,like new,clean,oh,dayton / springfield
348660,2021-04-10T13:07:55-0400,ford,f-250,1992,truck,full-size,brown,automatic,diesel,4wd,8,180000,excellent,clean,fl,tallahassee
1262367,2021-04-22T12:23:13-0500,ford,fiesta s,2016,hatchback,compact,white,automatic,gas,fwd,4,41457,excellent,clean,wi,madison
1013955,2021-04-14T21:17:51-0400,chrysler,sebring limited,2004,coupe,mid-size,blue,automatic,gas,fwd,6,69007,excellent,clean,pa,pittsburgh
1185189,2021-04-12T12:10:59-0400,ford,explorer xlt,2005,SUV,full-size,blue,automatic,gas,rwd,6,179756,like new,clean,va,norfolk / hampton roads
281040,2021-04-26T06:32:21-0400,nissan,altima s,2019,sedan,mid-size,black,automatic,gas,fwd,4,57803,excellent,clean,fl,florida keys
619449,2021-04-09T15:49:02-0400,ford,f-150,2006,truck,full-size,black,automatic,gas,4wd,8,209000,good,clean,mi,lansing
1280346,2021-04-07T14:42:51-0600,toyota,tundra,2013,truck,full-size,black,automatic,gas,4wd,8,114215,good,clean,wy,wyoming
1124187,2021-05-03T16:32:27-0500,toyota,4runner sr5 4x4,2001,SUV,mid-size,silver,automatic,gas,4wd,6,166721,excellent,clean,tx,houston
1253805,2021-04-07T12:28:07-0500,chevrolet,colorado extended cab,2017,truck,mid-size,white,automatic,gas,4wd,5,93537,like new,clean,wi,green bay
1256394,2021-04-18T12:55:59-0500,gmc,yukon denali awd,2007,SUV,full-size,black,automatic,gas,4wd,8,143098,excellent,clean,wi,kenosha-racine
190128,2021-05-02T15:44:18-0700,honda,pilot,2005,SUV,full-size,grey,automatic,gas,4wd,6,242000,good,clean,ca,SF bay area
772368,2021-04-23T10:06:37-0400,toyota,rav4,2007,SUV,full-size,custom,automatic,gas,4wd,4,160864,excellent,clean,nj,south jersey
974073,2021-04-28T13:57:41-0700,hyundai,sonata gls,2012,sedan,compact,red,automatic,gas,fwd,4,99154,excellent,clean,or,roseburg
453339,2021-04-09T15:39:35-0400,nissan,rogue select s,2015,SUV,compact,grey,automatic,gas,4wd,4,104619,excellent,clean,in,fort wayne
901443,2021-04-21T09:44:56-0400,toyota,camry se,2012,sedan,mid-size,white,automatic,gas,fwd,4,135280,excellent,clean,oh,mansfield
1274514,2021-04-16T12:07:19-0500,nissan,titan,2008,truck,full-size,custom,automatic,gas,4wd,8,103165,good,clean,wi,milwaukee
974868,2021-05-04T13:19:18-0700,ford,f150,2018,truck,full-size,white,automatic,gas,4wd,6,100000,good,clean,or,salem
1008039,2021-04-30T17:57:51-0400,mercedes-benz,m-class ml350 suv,2015,SUV,full-size,white,automatic,gas,rwd,6,79000,excellent,clean,pa,pittsburgh
219282,2021-04-28T17:25:58-0600,kia,soul + automatic,2012,SUV,compact,black,automatic,gas,fwd,4,85000,excellent,clean,co,colorado springs
1117977,2021-04-20T12:30:58-0600,ram,3500,2016,pickup,full-size,white,manual,diesel,4wd,6,252712,excellent,clean,tx,el paso
1168689,2021-04-20T08:56:02-0400,chevrolet,spark lt,2014,sedan,mid-size,black,automatic,gas,fwd,4,78353,excellent,clean,va,charlottesville
302997,2021-04-30T11:04:30-0400,mercedes-benz,cls500,2006,sedan,full-size,black,automatic,gas,rwd,8,162000,excellent,clean,fl,lakeland
1002513,2021-04-23T14:42:34-0400,honda,accord,2012,coupe,mid-size,red,automatic,gas,fwd,4,129329,good,clean,pa,philadelphia
13617,2021-04-27T13:21:07-0500,honda,odyssey ex-l,2011,mini-van,mid-size,grey,automatic,gas,fwd,6,164406,good,clean,al,montgomery
595041,2021-04-28T12:33:51-0400,pontiac,firebird trans am,1994,coupe,compact,red,automatic,gas,rwd,8,102000,excellent,clean,mi,detroit metro
492600,2021-05-04T14:47:49-0500,honda,civic lx,2012,sedan,full-size,grey,automatic,gas,fwd,4,56748,excellent,clean,ks,"kansas city, MO"
859239,2021-05-03T14:58:24-0400,chrysler,sebring touring,2010,sedan,full-size,black,automatic,gas,fwd,4,113745,excellent,clean,oh,akron / canton
1212852,2021-04-18T08:38:30-0700,ford,expedition limited 4x4 gas,2007,SUV,full-size,brown,automatic,gas,4wd,6,224655,good,clean,wa,kennewick-pasco-richland
1191000,2021-04-18T17:35:16-0400,acura,tl 3.2,2006,sedan,mid-size,grey,automatic,gas,fwd,6,64200,like new,clean,va,richmond
880665,2021-04-21T11:28:18-0400,hyundai,santa fe sport,2014,SUV,mid-size,grey,automatic,gas,4wd,4,97557,excellent,clean,oh,cleveland
952047,2021-04-24T10:19:41-0700,toyota,prius,2013,hatchback,mid-size,white,automatic,hybrid,fwd,4,76579,excellent,clean,or,eugene
653238,2021-04-21T15:47:37-0500,chevrolet,sonic lt,2013,sedan,compact,red,automatic,gas,fwd,4,104000,like new,clean,mn,st cloud
643455,2021-05-03T17:58:48-0500,ford,transit connect van,2018,van,mid-size,white,automatic,gas,fwd,4,58533,good,clean,mn,minneapolis / st paul
1262064,2021-04-23T13:29:38-0500,ford,f-150,2008,truck,full-size,black,automatic,gas,4wd,8,181230,good,clean,wi,madison
263661,2021-04-19T09:29:00-0400,nissan,sentra,2013,sedan,mid-size,grey,automatic,gas,fwd,4,105000,excellent,clean,ct,northwest CT
1057122,2021-04-12T23:19:15-0400,ford,f150 4x4,2016,pickup,full-size,red,automatic,gas,4wd,6,72870,excellent,clean,tn,chattanooga
698310,2021-04-28T12:55:23-0400,ford,f250 super duty crew,2017,truck,full-size,white,automatic,gas,4wd,8,191278,excellent,clean,nc,charlotte
800388,2021-04-29T08:25:47-0400,chevrolet,camaro,2000,coupe,full-size,silver,automatic,gas,rwd,6,80576,fair,clean,ny,buffalo
454323,2021-05-02T17:19:21-0400,ford,escape xlt,2009,SUV,full-size,red,automatic,gas,fwd,6,134000,excellent,clean,in,indianapolis
401589,2021-04-23T12:49:58-0600,ford,f150 lariat supercrew 4x4,2014,truck,full-size,blue,automatic,gas,4wd,6,159165,like new,clean,id,east idaho
1083879,2021-04-21T17:39:30-0500,ford,super duty f-350 drw,2012,truck,full-size,white,automatic,diesel,4wd,8,139458,good,clean,tn,nashville
516312,2021-04-07T14:18:17-0400,ford,thunderbird convertible,2002,convertible,compact,black,automatic,gas,rwd,8,82000,excellent,rebuilt,ky,lexington
672315,2021-04-22T15:25:09-0600,chevrolet,silverado 1500,2014,truck,full-size,red,automatic,gas,rwd,6,111596,like new,clean,mt,billings
254013,2021-04-22T14:09:40-0400,mercedes-benz,benz,2017,sedan,full-size,black,automatic,gas,fwd,6,40000,like new,clean,ct,hartford
266004,2021-05-02T23:22:58-0400,nissan,altima,2015,sedan,mid-size,grey,automatic,gas,fwd,4,78000,excellent,clean,dc,"washington, DC"
266268,2021-05-02T14:15:39-0400,lexus,ls 430,2005,sedan,full-size,blue,automatic,gas,fwd,8,101000,excellent,clean,dc,"washington, DC"
538284,2021-04-23T13:01:58-0400,ford,super duty f-450 drw,2014,truck,full-size,white,automatic,gas,4wd,10,42213,good,clean,me,maine
267021,2021-05-01T18:05:12-0400,honda,accord ex-l,2011,sedan,mid-size,red,automatic,gas,fwd,4,120600,excellent,clean,dc,"washington, DC"
277149,2021-04-28T13:53:34-0400,toyota,tundra,2006,truck,full-size,black,automatic,gas,rwd,8,131041,like new,clean,fl,daytona beach
1150254,2021-04-23T21:22:04-0500,jeep,grand cherokee,2014,SUV,full-size,black,automatic,gas,rwd,6,101388,good,clean,tx,tyler / east TX
292854,2021-04-07T14:49:17-0400,chevrolet,s10,1996,pickup,full-size,white,automatic,gas,rwd,6,205000,good,clean,fl,gainesville
520146,2021-04-16T21:00:54-0400,toyota,sienna,2011,van,full-size,white,automatic,gas,4wd,6,149232,excellent,clean,ky,louisville
973887,2021-05-02T16:27:23-0700,chevrolet,s10 blazer,1985,SUV,mid-size,blue,automatic,gas,4wd,6,33750,good,clean,or,roseburg
1223316,2021-05-04T13:06:39-0700,chevrolet,impala lt,2013,sedan,full-size,silver,automatic,other,fwd,6,120000,excellent,clean,wa,seattle-tacoma
386811,2021-04-30T19:38:01-1000,ford,explorer limited,1996,SUV,mid-size,black,automatic,gas,4wd,8,102000,excellent,clean,hi,hawaii
1163376,2021-04-23T14:04:44-0400,ford,econoline commercial cutaway,2010,truck,full-size,white,automatic,gas,rwd,10,121911,good,clean,vt,vermont
230844,2021-05-03T06:46:55-0600,nissan,quest,2007,mini-van,mid-size,red,automatic,gas,fwd,6,168566,new,clean,co,denver
694983,2021-05-04T14:40:59-0400,chevrolet,impala,2012,sedan,full-size,white,automatic,gas,fwd,6,42212,excellent,clean,nc,charlotte
253860,2021-04-22T21:23:31-0400,kia,optimia sx premium,2013,sedan,full-size,blue,automatic,gas,fwd,4,159850,excellent,clean,ct,hartford
622425,2021-04-09T15:36:21-0400,ram,1500 4x4 slt,2013,pickup,full-size,silver,automatic,gas,4wd,8,139000,excellent,clean,mi,muskegon
636696,2021-05-03T11:35:07-0500,dodge,durango citadel,2017,SUV,full-size,grey,automatic,gas,4wd,8,33443,excellent,clean,mn,fargo / moorhead
1263708,2021-04-16T12:06:20-0500,chevrolet,silverado 1500,2014,truck,full-size,white,automatic,gas,4wd,6,114010,good,clean,wi,madison
230715,2021-05-03T07:03:27-0600,ford,expedition,2008,SUV,mid-size,white,automatic,gas,4wd,8,231221,good,clean,co,denver
935247,2021-04-28T13:53:58-0700,ram,2500,2008,pickup,full-size,black,automatic,gas,4wd,8,222000,good,clean,or,bend
250701,2021-05-03T16:12:07-0400,toyota,tundra double cab sr5,2006,truck,full-size,brown,automatic,gas,4wd,8,188000,good,clean,ct,hartford
15423,2021-05-03T06:39:36-0800,audi,a4,2008,sedan,mid-size,grey,automatic,gas,4wd,4,112,excellent,lien,ak,anchorage / mat-su
360927,2021-04-09T18:59:20-0400,chevrolet,trailbalzer,2002,SUV,full-size,brown,automatic,gas,4wd,4,1,good,clean,fl,treasure coast
997512,2021-05-04T14:41:55-0400,ford,focus,2014,sedan,compact,grey,automatic,gas,fwd,4,102941,good,clean,pa,philadelphia
643386,2021-05-03T19:20:00-0500,chrysler,sebring convertible,2004,convertible,mid-size,silver,automatic,gas,fwd,6,118806,excellent,clean,mn,minneapolis / st paul
234726,2021-04-30T18:19:46-0600,chevrolet,silverado,2015,truck,full-size,grey,automatic,gas,4wd,8,142876,excellent,clean,co,denver
511842,2021-04-14T14:09:17-0500,ford,f-150,2018,truck,full-size,silver,automatic,gas,4wd,8,57000,good,rebuilt,ky,bowling green
1276320,2021-04-16T11:27:43-0500,chevrolet,suburban 1500,2012,SUV,mid-size,black,automatic,gas,4wd,8,155820,excellent,clean,wi,sheboygan
591246,2021-05-01T19:08:10-0400,dodge,nitro rt 4.0l sport 4x4,2009,SUV,full-size,silver,automatic,gas,4wd,6,96800,excellent,clean,mi,detroit metro
1122051,2021-05-04T16:25:49-0500,ram,1500 lonestar,2014,truck,full-size,black,automatic,gas,rwd,8,185007,like new,clean,tx,houston
852603,2021-04-28T21:04:15-0400,volvo,s40 4d sedan,2010,sedan,mid-size,silver,automatic,gas,fwd,5,115695,excellent,clean,nh,new hampshire
125241,2021-05-02T15:51:56-0700,ford,f350 4x4,1999,truck,full-size,red,automatic,diesel,4wd,8,185000,excellent,clean,ca,orange county
807633,2021-04-24T17:18:39-0400,chevrolet,silverado 2500hd,2001,truck,full-size,grey,automatic,gas,4wd,8,233954,good,clean,ny,finger lakes
806817,2021-04-14T16:48:00-0400,ford,ranger,2008,pickup,mid-size,blue,automatic,gas,rwd,6,88817,excellent,clean,ny,elmira-corning
547968,2021-04-20T10:37:09-0400,kia,soul +,2015,wagon,mid-size,blue,automatic,gas,fwd,4,88432,excellent,clean,md,baltimore
1063014,2021-05-02T19:04:25-0400,kia,optima sx,2012,sedan,mid-size,brown,automatic,gas,fwd,4,156000,excellent,clean,tn,knoxville
406833,2021-04-15T17:35:24-0700,toyota,camry,2004,sedan,full-size,white,automatic,gas,fwd,4,200000,good,clean,id,pullman / moscow
423669,2021-05-01T18:01:16-0500,bmw,x3,2012,SUV,mid-size,black,automatic,gas,4wd,6,110520,excellent,clean,il,chicago
1168536,2021-04-22T23:40:03-0400,mercedes-benz,benz e350 4matic,2014,sedan,full-size,white,automatic,gas,4wd,6,109000,excellent,clean,va,charlottesville
895116,2021-04-28T19:16:59-0400,ford,f350 diesels power stroke,2013,pickup,full-size,silver,automatic,diesel,rwd,8,190000,excellent,clean,oh,dayton / springfield
974127,2021-04-26T22:04:30-0700,toyota,corolla,2017,sedan,compact,red,automatic,gas,fwd,4,60344,excellent,clean,or,roseburg
119481,2021-04-29T11:18:01-0700,ford,f-150,2013,truck,full-size,white,automatic,gas,4wd,6,119865,good,clean,ca,monterey bay
408480,2021-05-03T17:04:48-0700,saturn,vue,2005,SUV,mid-size,grey,manual,gas,fwd,4,167410,excellent,clean,id,spokane / coeur d'alene
964968,2021-05-04T18:27:27-0700,toyota,camry,2004,sedan,mid-size,silver,automatic,gas,fwd,4,105739,good,rebuilt,or,portland
440616,2021-05-04T14:58:08-0500,kia,soul,2016,sedan,full-size,green,automatic,gas,fwd,4,87549,like new,clean,il,"st louis, MO"
321447,2021-04-30T09:57:07-0500,ram,1500 laramie limited,2015,truck,full-size,grey,automatic,gas,rwd,8,103216,excellent,clean,fl,panama city
1276740,2021-05-04T15:24:16-0500,ram,1500,2018,pickup,full-size,blue,automatic,gas,4wd,8,36623,excellent,rebuilt,wi,wausau
1013151,2021-04-17T10:33:37-0400,nissan,versa,2014,sedan,compact,grey,automatic,gas,fwd,4,109621,good,clean,pa,pittsburgh
358227,2021-05-02T20:25:33-0400,cadillac,srx,2015,SUV,full-size,grey,automatic,gas,fwd,6,63000,like new,salvage,fl,treasure coast
619455,2021-04-09T14:54:52-0400,chevrolet,suburban,2011,SUV,full-size,silver,automatic,gas,rwd,8,156000,excellent,lien,mi,lansing
1001619,2021-04-26T08:51:02-0400,honda,civic,2009,sedan,full-size,blue,automatic,gas,fwd,4,112000,good,clean,pa,philadelphia
748518,2021-05-04T10:06:56-0400,bmw,x2 xdrive28i,2018,SUV,mid-size,black,automatic,gas,4wd,4,9300,excellent,rebuilt,nj,central NJ
902166,2021-04-27T12:00:33-0400,ford,f-1500,2014,pickup,full-size,white,automatic,gas,4wd,8,65651,like new,clean,oh,northern panhandle
1083819,2021-04-22T06:31:16-0500,honda,pilot,2010,SUV,full-size,silver,automatic,gas,rwd,6,175215,excellent,clean,tn,nashville
1160232,2021-05-04T15:32:42-0400,mercedes-benz,benz e350,2008,sedan,mid-size,black,automatic,gas,4wd,6,169000,like new,clean,vt,vermont
1003905,2021-04-20T22:58:27-0400,toyota,rav4,2012,SUV,full-size,blue,automatic,gas,4wd,4,26000,like new,clean,pa,philadelphia
579549,2021-04-12T19:37:14-0400,mercury,sable,2002,sedan,full-size,green,automatic,gas,fwd,4,101526,good,clean,ma,worcester / central MA
510771,2021-04-07T02:34:38-0500,nissan,versa note sv hatchback,2016,hatchback,compact,white,automatic,gas,fwd,4,82051,excellent,clean,ks,wichita
179856,2021-04-27T08:28:21-0700,lincoln,aviator,2004,SUV,sub-compact,white,automatic,gas,fwd,8,120200,good,clean,ca,santa maria
818115,2021-04-30T07:45:01-0400,volkswagen,cc,2011,sedan,full-size,black,automatic,gas,fwd,4,82471,excellent,clean,ny,long island
184470,2021-05-03T18:32:25-0700,honda,civic,2007,sedan,mid-size,white,automatic,gas,fwd,4,157000,excellent,clean,ca,SF bay area
1250412,2021-04-12T10:33:43-0500,gmc,acadia denali,2012,SUV,full-size,white,automatic,gas,4wd,6,187942,excellent,clean,wi,eau claire
866469,2021-04-19T00:49:20-0400,honda,civic,2007,sedan,compact,brown,manual,gas,fwd,4,191400,good,salvage,oh,athens
1018080,2021-05-01T21:30:45-0400,ford,f150 4x4,2009,pickup,full-size,red,automatic,gas,4wd,8,200,excellent,clean,pa,scranton / wilkes-barre
1140309,2021-05-03T21:11:52-0500,ford,f-150 short bed,2014,truck,full-size,white,automatic,gas,rwd,6,156000,excellent,clean,tx,san antonio
755823,2021-04-14T10:15:23-0400,nissan,sentra,2008,sedan,compact,white,automatic,gas,fwd,4,146000,excellent,clean,nj,central NJ
136449,2021-04-12T20:09:52-0700,ford,t-bird,2002,convertible,compact,white,automatic,gas,rwd,8,16245,like new,clean,ca,palm springs
97383,2021-04-28T10:52:42-0700,ford,f-250 super duty xlt,2015,truck,full-size,white,automatic,diesel,rwd,8,233000,like new,clean,ca,inland empire
1041984,2021-04-28T09:25:27-0400,subaru,impreza,2019,sedan,mid-size,black,automatic,gas,4wd,4,9000,good,salvage,sc,greenville / upstate
729570,2021-05-01T18:04:56-0400,chevrolet,silverado 2500,2001,pickup,full-size,black,automatic,diesel,4wd,8,270000,fair,clean,nc,wilmington
219705,2021-04-27T17:40:37-0600,rover,lr3 hse,2008,SUV,full-size,grey,automatic,gas,4wd,8,134500,excellent,lien,co,colorado springs
918198,2021-04-23T10:37:48-0500,nissan,altima 2.5 4dr sedan,2016,sedan,mid-size,grey,automatic,gas,fwd,4,81222,excellent,rebuilt,ok,oklahoma city
